Company,Sector,State,City,Roles,LinkedIn,Website
Lakshmi Vilas Bank,Banking & Finance,Tamil Nadu,Chennai,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/lakshmi-vilas-bank,https://www.lvbank.com/
Oil India,Energy,India,Duliajan,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/oil-india,http://oilindia.nic.in/
Samsung India Software Operations,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/samsung-india-software-operations,http://www.samsungindiasoft.com/
Religare,Banking & Finance,India,New Delhi,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/religare,http://www.religare.com/
MullenLowe Lintas Group,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mullenlowe-lintas-group,http://www.mullenlowelintas.in
Rang De,Mining,Karnataka,Bengaluru,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/rang-de,https://rangde.in/
Mahanadi Coalfields Limited,Mining,India,Sambalpur,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/mahanadi-coalfields-limited,N/A
Reliance Retail,Retail,Maharashtra,Mumbai,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/reliance-retail,https://relianceretail.com
Piramal Enterprises Ltd,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/piramal-enterprises-ltd,http://www.piramal.com/piramal-enterprises
Katha Books,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/katha-books,http://www.katha.org/books.htm
Quikr,Media & Entertainment,Maharashtra,Mumbai,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/quikr,http://www.quikr.com/
Katha NGO,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/katha-ngo,http://www.katha.org
Kotak Securities,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kotak-securities,http://www.kotaksecurities.com/
More,Retail,Maharashtra,Mumbai,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/more,https://www.moreretail.in/
Nirula's,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/nirula-s,http://www.nirulas.com/
Kalyani Group,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kalyani-group,http://www.kalyanigroup.com/
Morarka Organic,Food & Beverage,Rajasthan,Jaipur,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/morarka-organic,http://www.morarkaorganic.in/
RMK Engineering College,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/rmk-engineering-college,http://www.rmkec.ac.in
Myntra,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/myntra,https://www.myntra.com/
Shree Renuka Sugars,General,India,Belgaum,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/shree-renuka-sugars,http://www.renukasugars.com/
Liberty Shoes,Information Technology,India,Karnal,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/liberty-shoes,http://www.libertyshoes.com/
Liberty Shoes,Information Technology,India,Karnal,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/liberty-shoes,https://www.libertyshoesonline.com/
Leap Motion,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/leap-motion,https://www.ultraleap.com
Kerala State Industrial Development Corporation,General,India,Thiruvananthapuram,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kerala-state-industrial-development-corporation,http://www.ksidc.com/
Kalyan Jewellers,General,India,Thrissur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kalyan-jewellers,https://www.kalyanjewellers.net
KamaSutra condoms,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kamasutra-condoms,http://www.kamasutra.in/
Karaikal port,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/karaikal-port,http://www.karaikalport.com
Leap Motion,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/leap-motion,https://www.ultraleap.com
Namma Veedu Vasanta Bhavan,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/namma-veedu-vasanta-bhavan,http://www.vasantabhavan.in
Karur Vysya Bank,Banking & Finance,India,Karur,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/karur-vysya-bank,https://www.kvb.co.in/
Sietk,General,India,Puttur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sietk,http://www.sietk.org
Konkan Railway Corporation,Retail,Maharashtra,Navi Mumbai,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/konkan-railway-corporation,http://www.konkanrailway.com
Kerala Water Authority,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kerala-water-authority,http://www.kwa.kerala.gov.in/
Medknow,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/medknow,http://www.medknow.com
Ratnagiri Gas and Power,Energy,India,Ratnagiri,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/ratnagiri-gas-and-power,N/A
Narotam sekhsaria foundation,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/narotam-sekhsaria-foundation,https://nsfoundation.co.in
Ramco Systems,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/ramco-systems,http://www.ramco.com/
Orchid Chemicals & Pharmaceuticals Limited,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/orchid-chemicals-pharmaceuticals-limited,http://www.orchidpharma.com/
Motherson Sumi Systems,Automotive,India,Banipate Banartpur,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/motherson-sumi-systems,http://www.motherson.com/
Motherson Sumi Systems,Automotive,India,Banipate Banartpur,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/motherson-sumi-systems,http://www.smp-automotive.com/index.html
Shri Mahila Griha Udyog Lijjat Papad,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/shri-mahila-griha-udyog-lijjat-papad,http://www.lijjat.com/
Photon factory films,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/photon-factory-films,http://www.photonfactoryfilms.com
National Insurance Company Limited,Insurance,West Bengal,Kolkata,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/national-insurance-company-limited,https://nationalinsurance.nic.co.in
KaatiZone,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/kaatizone,https://www.kaatizone.com/
MS Shoes,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ms-shoes,N/A
Mittal hospital,Healthcare,India,Ajmer,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/mittal-hospital,http://www.mittalhospital.com
Rolta India Ltd,Information Technology,Maharashtra,Mumbai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/rolta-india-ltd,http://www.rolta.com/
Madras Fertilizers Limited,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/madras-fertilizers-limited,N/A
SML Isuzu,Automotive,India,Chandigarh,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/sml-isuzu,http://smlisuzu.com/
Melstar Information Technologies,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/melstar-information-technologies,http://www.melstar.com/
Reliance Broadcast Network,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/reliance-broadcast-network,http://www.reliancebroadcast.com/
SBI Life Insurance Company Limited,Insurance,Maharashtra,Mumbai,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/sbi-life-insurance-company-limited,http://sbilife.co.in
SBI Life Insurance Company Limited,Insurance,Maharashtra,Mumbai,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/sbi-life-insurance-company-limited,https://branches.sbilife.co.in/
Lakshmi Vilas Bank,Banking & Finance,Tamil Nadu,Chennai,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/lakshmi-vilas-bank,https://www.lvbank.com/
OTC Exchange Of India,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/otc-exchange-of-india,https://www.otcei.net
National Bulk Handling Corporation,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/national-bulk-handling-corporation,http://www.nbhcindia.com
Mavalli Tiffin Room,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mavalli-tiffin-room,http://www.mavallitiffinrooms.com
Mishra Dhatu Nigam,Retail,Telangana,Hyderabad,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/mishra-dhatu-nigam,http://www.midhani.com/
Pepperfry.com,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/pepperfry-com,http://www.pepperfry.com
Reliance General Insurance,Insurance,Maharashtra,Mumbai,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/reliance-general-insurance,https://www.reliancegeneral.co.in/insurance/home.aspx
Shaw Wallace,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/shaw-wallace,http://www.shawwallace.com/
Randstad India,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/randstad-india,https://www.randstad.in/
Prayag Film City,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/prayag-film-city,http://prayagfilmcity.net/
Kerala State Electricity Board,Information Technology,India,Thiruvananthapuram,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/kerala-state-electricity-board,http://www.kseb.in/
Odisha Power Generation Corporation,Information Technology,India,Bhubaneswar,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/odisha-power-generation-corporation,http://www.opgc.co.in/
Madhya Gujarat Vij Company Limited,General,Gujarat,Vadodara,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/madhya-gujarat-vij-company-limited,https://www.mgvcl.com
Kerala State Beverages Corporation,General,India,Thiruvananthapuram,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kerala-state-beverages-corporation,https://bevco.in/
Kerala State Beverages Corporation,General,India,Thiruvananthapuram,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kerala-state-beverages-corporation,https://www.ksbc.kerala.gov.in/
Quikr,Media & Entertainment,Karnataka,Bengaluru,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/quikr,http://www.quikr.com/
Kerala Minerals and Metals,Mining,India,Kollam,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/kerala-minerals-and-metals,http://www.kmml.com
Kochi Refineries,Energy,Kerala,Kochi,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/kochi-refineries,http://bharatpetroleum.com/EnergisingBusiness/KochiRefinery_Overview.aspx?id=1
Lemon Tree Hotels,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/lemon-tree-hotels,https://www.lemontreehotels.com/
Karur Vysya Bank,Banking & Finance,India,Karur,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/karur-vysya-bank,https://www.kvb.co.in/
SBI Capital Markets,Banking & Finance,Maharashtra,Mumbai,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/sbi-capital-markets,N/A
Micromax,Telecommunications,Haryana,Gurgaon,"Network Engineer, RF Engineer, Field Technician, Support Engineer",https://www.linkedin.com/company/micromax,https://micromaxinfo.com/
Martin's Light Railways,General,India,West Bengal,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/martin-s-light-railways,N/A
